phi_deg,x_boundary,y_boundary,x_query,y_query,sig_tt,sig_nn,sig_nt,sig_tt_eff
0,0.18,0,0.1798691003061,0,3.58037882580373,0.0011378739566792,-0.00664249120521435,3.58037882580373
0.25,0.179999714421622,0.000130899278542397,0.179868815973793,0.000130328122692635,3.58050805907957,0.000916325709761862,-0.00663166827976843,3.58050805907957
0.5,0.179998857691925,0.000261796064951218,0.179867962982285,0.000260653764125677,3.58074919421434,0.000565070654683955,-0.0066490700500448,3.58074919421434
0.75,0.17999742982722,0.000392687867140333,0.179866541347815,0.000390974443086775,3.58110300013638,8.33419596021326e-05,-0.00669241950451359,3.58110300013638
1,0.179995430854692,0.000523572193118505,0.17986455109745,0.000521287678458054,3.58157021159113,-0.000529592685430335,-0.00675942558954043,3.58157021159113
1.25,0.179992860812397,0.000654446551036834,0.17986199226908,0.000651590989263355,3.58215152892095,-0.0012744308484362,-0.00684778369261007,3.58215152892095
1.5,0.179989719749267,0.000785308449236194,0.179858864911423,0.000781881894715469,3.58085555811498,-0.00249599529786703,-0.00133502590265206,3.58085555811498
1.75,0.179986007725101,0.00091615539629468,0.179855169084018,0.000912157914263366,3.56969828265992,-0.00297653609230368,0.0151933168073978,3.56969828265992
2,0.179981724810573,0.00104698490107503,0.17985090485723,0.00104241656763942,3.55042725991112,-0.000933675968555148,0.0292938424377247,3.55042725991112
2.25,0.179976871087222,0.00117779447277206,0.179846072312242,0.00117265537490664,3.53461912144756,0.00995758843930078,0.028335589969039,3.53461912144756
2.5,0.179971446647456,0.00130858162096008,0.17984067154106,0.00130287185650587,3.52685471987239,0.0151602234286621,0.0253358088114031,3.52685471987239
2.75,0.179965451594549,0.00143934385564032,0.179834702646506,0.001433063533303,3.52031328475138,0.0193587134941618,0.0221100703140963,3.52031328475138
3,0.179958886042637,0.00157007868728831,0.179828165742219,0.00156322792663617,3.51638120811216,0.0216145630267518,0.0200780810386292,3.51638120811216
3.25,0.17995175011672,0.00170078362690133,0.179821060952653,0.00169336255836297,3.51452180423629,0.0223037483065395,0.0190750568361231,3.51452180423629
3.5,0.179944043952656,0.00183145618604571,0.179813388413072,0.00182346495090758,3.51252776841034,0.022935841797657,0.0181646984367245,3.51252776841034
3.75,0.179935767697158,0.00196209387690429,0.179805148269551,0.00195353262730799,3.51039644937972,0.0235135206841313,0.0173448951938399,3.51039644937972
4,0.179926921507795,0.00209269421232376,0.17979634067897,0.00208356311126314,3.50812524451331,0.0240394171761227,0.0166134869510603,3.50812524451331
4.25,0.179917505552985,0.00222325470586198,0.179786965809014,0.00221355392718004,3.50571160058541,0.0245161177275035,0.0159682648465176,3.50571160058541
4.5,0.179907520011994,0.00235377287183535,0.179777023838165,0.00234350260022094,3.50315301454512,0.0249461622657833,0.0154069721287036,3.50315301454512
4.75,0.179896965074933,0.00248424622536613,0.179766514955705,0.00247340665635041,3.50044703427332,0.0253320434344294,0.0149273049834493,3.50044703427332
5,0.179885840942752,0.00261467228242974,0.179755439361708,0.00260326362238249,3.49759125932697,0.0256762058478603,0.0145269133720193,3.49759125932697
5.25,0.17987414782724,0.00274504855990207,0.179743797267037,0.00273307102602772,3.49458334167038,0.0259810453591911,0.0142034018800524,3.49458334167038
5.5,0.179861885951015,0.00287537257560672,0.17973158889334,0.00286282639594025,3.49142098639389,0.0262489083408491,0.0139543305771379,3.49142098639389
5.75,0.179849055547527,0.00300564184836229,0.179718814473049,0.00299252726176488,3.48810195241892,0.0264820909783477,0.0137772158869757,3.48810195241892
6,0.179835656861048,0.0031358538980296,0.179705474249368,0.00312217115418407,3.48462405319012,0.0266828385771969,0.0136695314677661,3.48462405319012
6.25,0.17982169014667,0.00326600624555894,0.179691568476277,0.00325175560496501,3.48098515735393,0.0268533448832189,0.0136287091027619,3.48098515735393
6.5,0.179807155670298,0.0033960964130372,0.179677097418522,0.00338127814700653,3.47718318942353,0.0269957514163437,0.0136521396007256,3.47718318942353
6.75,0.179792053708648,0.00352612192373513,0.179662061351611,0.00351073631438615,3.47321613043025,0.0271121468180411,0.0137371737061147,3.47321613043025
7,0.17977638454924,0.00365608030215442,0.179646460561809,0.00364012764240695,3.46908201856091,0.0272045662125562,0.0138811230188259,3.46908201856091
7.25,0.179760148490391,0.00378596907407489,0.179630295346132,0.00376944966764457,3.46477894978139,0.0272749905820158,0.0140812609232424,3.46477894978139
7.5,0.179743345841214,0.00391578576660155,0.179613566012342,0.00389869992799407,3.46030507844597,0.027325346155591,0.0143348235264358,3.46030507844597
7.75,0.179725976921606,0.00404552790821169,0.179596272878943,0.00402787596271679,3.45565861789245,0.02735750381284,0.0146390106053084,3.45565861789245
8,0.179708042062247,0.00417519302880196,0.17957841627517,0.00415697531248724,3.45083784102296,0.0273732785013039,0.0149909865624419,3.45083784102296
8.25,0.17968954160459,0.00430477865973538,0.179559996540988,0.00428599551943989,3.44584108087025,0.0273744286685592,0.0153878813905018,3.44584108087025
8.5,0.179670475900857,0.00443428233388832,0.179541014027082,0.00441493412721598,3.44066673114936,0.0273626557087651,0.0158267916449352,3.44066673114936
8.75,0.179650845314033,0.0045637015856975,0.17952146909485,0.00454378868101027,3.43531324679465,0.027339603423882,0.0163047814247956,3.43531324679465
9,0.179630650217854,0.00469303395120693,0.179501362116402,0.00467255672761782,3.42977914448189,0.0273068574996462,0.0168188833614655,3.42977914448189
9.25,0.179609890996807,0.00482227696811478,0.179480693474544,0.00480123581548061,3.42406300313546,0.0272659449964241,0.0173660996150698,3.42406300313546
9.5,0.179588568046117,0.00495142817582033,0.179459463562778,0.00492982349473431,3.41816346442058,0.0272183338550134,0.0179434028783484,3.41816346442058
9.75,0.179566681771742,0.00508048511547074,0.179437672785291,0.00505831731725485,3.41207923322023,0.0271654324175796,0.0185477373878203,3.41207923322023
10,0.179544232590366,0.00520944533000791,0.179415321556947,0.00518671483670509,3.405809078097,0.0271085889637168,0.0191760199419577,3.405809078097
10.25,0.179521220929389,0.00533830636421525,0.179392410303282,0.00531501360858132,3.39935183173937,0.0270490912618694,0.0198251409262331,3.39935183173937
10.5,0.179497647226919,0.00546706576476442,0.179368939460493,0.00544321119025987,3.39270639139272,0.0269881661360642,0.0204919653447358,3.39270639139272
