phi_deg,x_boundary,y_boundary,x_query,y_query,sig_tt,sig_nn,sig_nt,sig_tt_eff
0,0.18,0,0.1798691003061,0,3.60727142971313,0.00465959764158704,-0.0067764004500056,3.60727142971313
0.25,0.179999714421622,0.000130899278542397,0.179868815973793,0.000130328122692635,3.60738903075837,0.00453720539343567,-0.00676277122040702,3.60738903075837
0.5,0.179998857691925,0.000261796064951218,0.179867962982285,0.000260653764125677,3.60761908033881,0.00428436717346385,-0.00677847903881772,3.60761908033881
0.75,0.17999742982722,0.000392687867140333,0.179866541347815,0.000390974443086775,3.60796236399022,0.00390029787975571,-0.00682123526161522,3.60796236399022
1,0.179995430854692,0.000523572193118505,0.17986455109745,0.000521287678458054,3.60841963289833,0.00338424710309524,-0.0068887369521206,3.60841963289833
1.25,0.179992860812397,0.000654446551036834,0.17986199226908,0.000651590989263355,3.60899160367525,0.00273549935047801,-0.00697866736613396,3.60899160367525
1.5,0.179989719749267,0.000785308449236194,0.179858864911423,0.000781881894715469,3.60768478659753,0.00157828822872212,-0.00143647433148421,3.60768478659753
1.75,0.179986007725101,0.00091615539629468,0.179855169084018,0.000912157914263366,3.59645672342599,0.00108605755886495,0.0151903775606294,3.59645672342599
2,0.179981724810573,0.00104698490107503,0.17985090485723,0.00104241656763942,3.57702825132311,0.00310451630568169,0.0293878042047848,3.57702825132311
2.25,0.179976871087222,0.00117779447277206,0.179846072312242,0.00117265537490664,3.56092840716112,0.0139549605576646,0.0285264196250981,3.56092840716112
2.5,0.179971446647456,0.00130858162096008,0.17984067154106,0.00130287185650587,3.55271476413093,0.0190941937449336,0.0256198851646673,3.55271476413093
2.75,0.179965451594549,0.00143934385564032,0.179834702646506,0.001433063533303,3.54570339374661,0.0232270498659986,0.0224837724044128,3.54570339374661
3,0.179958886042637,0.00157007868728831,0.179828165742219,0.00156322792663617,3.54124218856084,0.0251874080419142,0.0209003042975382,3.54124218856084
3.25,0.17995175011672,0.00170078362690133,0.179821060952653,0.00169336255836297,3.53879787173266,0.0254054182332961,0.0206356769643718,3.53879787173266
3.5,0.179944043952656,0.00183145618604571,0.179813388413072,0.00182346495090758,3.53621400877671,0.0255896920353046,0.0204454683961339,3.53621400877671
3.75,0.179935767697158,0.00196209387690429,0.179805148269551,0.00195353262730799,3.53348842499503,0.0257424498306253,0.0203273495541603,3.53348842499503
4,0.179926921507795,0.00209269421232376,0.17979634067897,0.00208356311126314,3.53061899723663,0.0258658637531512,0.0202789503202832,3.53061899723663
4.25,0.179917505552985,0.00222325470586198,0.179786965809014,0.00221355392718004,3.52760365454701,0.0259620570375104,0.0202978603433254,3.52760365454701
4.5,0.179907520011994,0.00235377287183535,0.179777023838165,0.00234350260022094,3.52444037880477,0.0260331033815088,0.0203816298951197,3.52444037880477
4.75,0.179896965074933,0.00248424622536613,0.179766514955705,0.00247340665635041,3.52112720534516,0.0260810263214953,0.020527770735767,3.52112720534516
5,0.179885840942752,0.00261467228242974,0.179755439361708,0.00260326362238249,3.51766222357039,0.026107798620915,0.0207337569880553,3.51766222357039
5.25,0.17987414782724,0.00274504855990207,0.179743797267037,0.00273307102602772,3.51404357754667,0.026115341672095,0.0209970260207809,3.51404357754667
5.5,0.179861885951015,0.00287537257560672,0.17973158889334,0.00286282639594025,3.51026946658791,0.0261055249113474,0.0213149793407601,3.51026946658791
5.75,0.179849055547527,0.00300564184836229,0.179718814473049,0.00299252726176488,3.50633814582563,0.026080165247667,0.0216849834934474,3.50633814582563
6,0.179835656861048,0.0031358538980296,0.179705474249368,0.00312217115418407,3.50224792676542,0.0260410265049567,0.0221043709718339,3.50224792676542
6.25,0.17982169014667,0.00326600624555894,0.179691568476277,0.00325175560496501,3.4977554829418,0.0261582060644369,0.0221004740622724,3.4977554829418
6.5,0.179807155670298,0.0033960964130372,0.179677097418522,0.00338127814700653,3.49288151605976,0.0264141538696761,0.0216849996586046,3.49288151605976
6.75,0.179792053708648,0.00352612192373513,0.179662061351611,0.00351073631438615,3.48787500020704,0.026634898925429,0.0213341767960153,3.48787500020704
7,0.17977638454924,0.00365608030215442,0.179646460561809,0.00364012764240695,3.48273378091836,0.0268226868111257,0.0210457655597042,3.48273378091836
7.25,0.179760148490391,0.00378596907407489,0.179630295346132,0.00376944966764457,3.47745575371193,0.0269797163147592,0.0208174834554676,3.47745575371193
7.5,0.179743345841214,0.00391578576660155,0.179613566012342,0.00389869992799407,3.47203886477242,0.0271081387480762,0.020647006233356,3.47203886477242
7.75,0.179725976921606,0.00404552790821169,0.179596272878943,0.00402787596271679,3.46648111162136,0.0272100572743188,0.020531968721401,3.46648111162136
8,0.179708042062247,0.00417519302880196,0.17957841627517,0.00415697531248724,3.46078054377487,0.0272875262486048,0.0204699656691839,3.46078054377487
8.25,0.17968954160459,0.00430477865973538,0.179559996540988,0.00428599551943989,3.4549352633884,0.027342550571169,0.0204585526011355,3.4549352633884
8.5,0.179670475900857,0.00443428233388832,0.179541014027082,0.00441493412721598,3.44894342588858,0.0273770850535182,0.020495246679311,3.44894342588858
8.75,0.179650845314033,0.0045637015856975,0.17952146909485,0.00454378868101027,3.44280324059184,0.0273930337976947,0.0205775275755072,3.44280324059184
9,0.179630650217854,0.00469303395120693,0.179501362116402,0.00467255672761782,3.43651297130975,0.0273922495887494,0.0207028383525074,3.43651297130975
9.25,0.179609890996807,0.00482227696811478,0.179480693474544,0.00480123581548061,3.43007093694102,0.0273765333005675,0.0208685863542744,3.43007093694102
9.5,0.179588568046117,0.00495142817582033,0.179459463562778,0.00492982349473431,3.42347551204993,0.0273476333151288,0.021072144104869,3.42347551204993
9.75,0.179566681771742,0.00508048511547074,0.179437672785291,0.00505831731725485,3.41672512743109,0.0273072449554128,0.021310850215967,3.41672512743109
10,0.179544232590366,0.00520944533000791,0.179415321556947,0.00518671483670509,3.40981827066051,0.0272570099319547,0.0215820103026907,3.40981827066051
10.25,0.179521220929389,0.00533830636421525,0.179392410303282,0.00531501360858132,3.40275348663264,0.0271985158033052,0.0218828979076621,3.40275348663264
10.5,0.179497647226919,0.00546706576476442,0.179368939460493,0.00544321119025987,3.39552937808351,0.0271332954503671,0.0222107554329717,3.39552937808351
10.75,0.179473511931765,0.00559572108026204,0.179344909475431,0.00557130514104358,3.38814460609976,0.0270628265648258,0.0225627950799427,3.38814460609976
11,0.17944881550343,0.00572426986129634,0.179320320805593,0.00569929302220827,3.38059789061339,0.0269885311517197,0.0229361997964435,3.38059789061339
11.25,0.179423558412097,0.00585270966048385,0.179295173919111,0.00582717239704917,3.37288801088217,0.0269117750463328,0.0233281242315922,3.37288801088217
11.5,0.179397741138625,0.00598103803251591,0.179269469294745,0.00595494083092731,3.36501380595574,0.0268338674453695,0.0237356956975645,3.36501380595574
11.75,0.179371364174538,0.00610925253420532,0.179243207421875,0.0060825958913159,3.35697417512693,0.0267560604527283,0.0241560151384238,3.35697417512693
