phi_deg,x_boundary,y_boundary,x_query,y_query,sig_tt,sig_nn,sig_nt,sig_tt_eff
0,0.18,0,0.1798691003061,0,3.58009918135283,0.00134936473448101,-0.00627283007020433,3.58009918135283
0.25,0.179999714421622,0.000130899278542397,0.179868815973793,0.000130328122692635,3.58023186647103,0.00122176934058964,-0.00624146601168345,3.58023186647103
0.5,0.179998857691925,0.000261796064951218,0.179867962982285,0.000260653764125677,3.58047609085015,0.000964968576100866,-0.00623906199857851,3.58047609085015
0.75,0.17999742982722,0.000392687867140333,0.179866541347815,0.000390974443086775,3.58083263246427,0.000578184706371446,-0.00626334789518243,3.58083263246427
1,0.179995430854692,0.000523572193118505,0.17986455109745,0.000521287678458054,3.58130223520281,6.0674417736832e-05,-0.00631203939381387,3.58130223520281
1.25,0.179992860812397,0.000654446551036834,0.17986199226908,0.000651590989263355,3.58188560864883,-0.000588270960763735,-0.0063828384966598,3.58188560864883
1.5,0.179989719749267,0.000785308449236194,0.179858864911423,0.000781881894715469,3.5805896637069,-0.00174266062738052,-0.000859976340682933,3.5805896637069
1.75,0.179986007725101,0.00091615539629468,0.179855169084018,0.000912157914263366,3.56942881667625,-0.00222101141854544,0.0156624817565689,3.56942881667625
2,0.179981724810573,0.00104698490107503,0.17985090485723,0.00104241656763942,3.55015466582415,-0.000178221658431998,0.0297554832959908,3.55015466582415
2.25,0.179976871087222,0.00117779447277206,0.179846072312242,0.00117265537490664,3.53434539706931,0.0107079142512236,0.0287890497759008,3.53434539706931
2.5,0.179971446647456,0.00130858162096008,0.17984067154106,0.00130287185650587,3.52658111024429,0.0159022294632439,0.0257789308717918,3.52658111024429
2.75,0.179965451594549,0.00143934385564032,0.179834702646506,0.001433063533303,3.52004007240068,0.0200918817393761,0.022542673171806,3.52004007240068
3,0.179958886042637,0.00157007868728831,0.179828165742219,0.00156322792663617,3.51611433002621,0.0223300639900184,0.020494910519228,3.51611433002621
3.25,0.17995175011672,0.00170078362690133,0.179821060952653,0.00169336255836297,3.51426618272833,0.0229943469713581,0.0194720998914037,3.51426618272833
3.5,0.179944043952656,0.00183145618604571,0.179813388413072,0.00182346495090758,3.5122833903576,0.0236017547416724,0.0185425977315974,3.5122833903576
3.75,0.179935767697158,0.00196209387690429,0.179805148269551,0.00195353262730799,3.51016328900811,0.0241549773922002,0.0177042864408846,3.51016328900811
4,0.179926921507795,0.00209269421232376,0.17979634067897,0.00208356311126314,3.50790326354417,0.0246566598897392,0.016954998702112,3.50790326354417
4.25,0.179917505552985,0.00222325470586198,0.179786965809014,0.00221355392718004,3.50550074838528,0.0251094012911278,0.0162925182867529,3.50550074838528
4.5,0.179907520011994,0.00235377287183535,0.179777023838165,0.00234350260022094,3.50295322827854,0.0255157539701132,0.0157145808732688,3.50295322827854
4.75,0.179896965074933,0.00248424622536613,0.179766514955705,0.00247340665635041,3.50025823905876,0.0258782228566518,0.0152188748766751,3.50025823905876
5,0.179885840942752,0.00261467228242974,0.179755439361708,0.00260326362238249,3.49741336839559,0.0261992646889217,0.0148030422892622,3.49741336839559
5.25,0.17987414782724,0.00274504855990207,0.179743797267037,0.00273307102602772,3.49441625652787,0.0264812872781278,0.014464679532208,3.49441625652787
5.5,0.179861885951015,0.00287537257560672,0.17973158889334,0.00286282639594025,3.49126459698505,0.0267266487862164,0.0142013383178652,3.49126459698505
5.75,0.179849055547527,0.00300564184836229,0.179718814473049,0.00299252726176488,3.48795613729525,0.0269376570167893,0.0140105265226737,3.48795613729525
6,0.179835656861048,0.0031358538980296,0.179705474249368,0.00312217115418407,3.48448867968014,0.0271165687191955,0.0138897090703435,3.48448867968014
6.25,0.17982169014667,0.00326600624555894,0.179691568476277,0.00325175560496501,3.48086008173625,0.0272655889060704,0.013836308825239,3.48086008173625
6.5,0.179807155670298,0.0033960964130372,0.179677097418522,0.00338127814700653,3.47706825710274,0.0273868701843969,0.013847707495708,3.47706825710274
6.75,0.179792053708648,0.00352612192373513,0.179662061351611,0.00351073631438615,3.4731111761154,0.0274825121002465,0.0139212465471767,3.4731111761154
7,0.17977638454924,0.00365608030215442,0.179646460561809,0.00364012764240695,3.46898686644672,0.0275545604973666,0.0140542281248416,3.46898686644672
7.25,0.179760148490391,0.00378596907407489,0.179630295346132,0.00376944966764457,3.46469341373197,0.0276050068896835,0.0142439159857032,3.46469341373197
7.5,0.179743345841214,0.00391578576660155,0.179613566012342,0.00389869992799407,3.46022896218119,0.0276357878479058,0.014487536439787,3.46022896218119
7.75,0.179725976921606,0.00404552790821169,0.179596272878943,0.00402787596271679,3.45559171517673,0.0276487844003526,0.014782279300346,3.45559171517673
8,0.179708042062247,0.00417519302880196,0.17957841627517,0.00415697531248724,3.45077993585662,0.027645821448081,0.0151252988428011,3.45077993585662
8.25,0.17968954160459,0.00430477865973538,0.179559996540988,0.00428599551943989,3.44579194768316,0.0276286671945161,0.0155137147722737,3.44579194768316
8.5,0.179670475900857,0.00443428233388832,0.179541014027082,0.00441493412721598,3.44062613499711,0.0275990325896214,0.0159446131994447,3.44062613499711
8.75,0.179650845314033,0.0045637015856975,0.17952146909485,0.00454378868101027,3.4352809435569,0.0275585707887888,0.0164150476245756,3.4352809435569
9,0.179630650217854,0.00469303395120693,0.179501362116402,0.00467255672761782,3.4297548810631,0.0275088766265309,0.0169220399294575,3.4297548810631
9.25,0.179609890996807,0.00482227696811478,0.179480693474544,0.00480123581548061,3.4240465176678,0.0274514861051017,0.0174625813770855,3.4240465176678
9.5,0.179588568046117,0.00495142817582033,0.179459463562778,0.00492982349473431,3.41815448646905,0.0273878758981115,0.0180336336188226,3.41815448646905
9.75,0.179566681771742,0.00508048511547074,0.179437672785291,0.00505831731725485,3.4120774839899,0.0273194628693265,0.0186321297088851,3.4120774839899
10,0.179544232590366,0.00520944533000791,0.179415321556947,0.00518671483670509,3.40581427064233,0.0272476036066421,0.0192549751258697,3.40581427064233
10.25,0.179521220929389,0.00533830636421525,0.179392410303282,0.00531501360858132,3.39936367117556,0.0271735939714657,0.0198990488011808,3.39936367117556
10.5,0.179497647226919,0.00546706576476442,0.179368939460493,0.00544321119025987,3.39272457510909,0.0270986686634607,0.0205612041540584,3.39272457510909
10.75,0.179473511931765,0.00559572108026204,0.179344909475431,0.00557130514104358,3.38589593714998,0.0270240008008519,0.0212382701330435,3.38589593714998
11,0.17944881550343,0.00572426986129634,0.179320320805593,0.00569929302220827,3.37887677759455,0.0269507015163187,0.02192705226363,3.37887677759455
11.25,0.179423558412097,0.00585270966048385,0.179295173919111,0.00582717239704917,3.3716661827142,0.0268798195686385,0.02262433370191,3.3716661827142
11.5,0.179397741138625,0.00598103803251591,0.179269469294745,0.00595494083092731,3.36426330512556,0.0268123409700208,0.0233268762939277,3.36426330512556
11.75,0.179371364174538,0.00610925253420532,0.179243207421875,0.0060825958913159,3.35666736414447,0.0267491886294291,0.0240314216406128,3.35666736414447
12,0.179344428022014,0.00623735072453278,0.17921638880049,0.00621013514784659,3.3486870453976,0.0267733657374219,0.0245056082064264,3.3486870453976
12.25,0.17931693319388,0.00636533016469339,0.179189013941175,0.00633755617235578,3.3396474165258,0.0271687314446456,0.0239119907210166,3.3396474165258
12.5,0.179288880213598,0.00649318841814309,0.179161083365111,0.00646485653893085,3.33049506376928,0.0275232209030764,0.0233714764043482,3.33049506376928
12.75,0.179260269615255,0.00662092305064503,0.179132597604054,0.0065920338239563,3.32122772178177,0.0278392669576165,0.0228821563684959,3.32122772178177
